1	6.89376084795687e-05
501	1.51121853559883e-05
1001	4.93779763311101e-05
1501	4.22806818174152e-05
2001	4.71645382395992e-05
2501	6.03411433889018e-05
3001	1.59117306437436e-05
3501	7.99683870199835e-05
4001	6.0647589118639e-05
4501	5.08798547015572e-05
5001	3.66858145020763e-05
5501	2.69728366472758e-05
6001	1.77966505276738e-05
6501	2.10578447623178e-05
7001	8.99602615344338e-06
7501	6.66861856054887e-05
8001	5.20053465487016e-05
8501	5.79448212500103e-05
9001	4.78670328886714e-06
9501	6.31717352419626e-06
10001	2.21694731478114e-05
10501	1.56960966417333e-05
11001	2.94016546427738e-06
11501	7.79241831631307e-05
12001	3.05311191138811e-05
12501	3.4363783774497e-05
13001	4.83611175321648e-05
13501	4.63762720701564e-05
14001	8.58855325620389e-05
14501	7.53957960558031e-05
15001	4.91240861143544e-05
15501	8.83001667272253e-05
16001	5.81103779807687e-05
16501	5.26733443872584e-05
17001	3.83525179607421e-05
17501	9.6950341346818e-05
18001	4.54435201995075e-05
18501	8.17964326691767e-05
19001	3.41561885110708e-05
19501	9.31156653864263e-05
20001	2.61802730351314e-05
20501	6.55489518996747e-05
21001	3.50094769857032e-05
21501	4.88343629875779e-05
22001	1.09729331956338e-05
22501	4.9547745478712e-05
23001	6.3098127666167e-05
